Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","270092","Household members, engaged in agriculture, male","2000","1999","persons","588130","A","Official figure","Includes full time and part time engaged in agriculture."
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","270092","Household members, engaged in agriculture, male","2010","2010","persons","113850","A","Official figure",""
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","270091","Household members, engaged in agriculture, female","2000","1999","persons","352680","A","Official figure","Includes full time and part time engaged in agriculture."
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","270091","Household members, engaged in agriculture, female","2010","2010","persons","169460","A","Official figure",""
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","270090","Household members, engaged in agriculture, total","2000","1999","persons","940810","A","Official figure","Includes full time and part time engaged in agriculture."
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","270090","Household members, engaged in agriculture, total","2010","2010","persons","283310","A","Official figure",""
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","27010","Hired permanent workers","1990","1991/1995","persons","178100","A","Official figure",""
"WCAD","Structural data from agricultural censuses","276","Germany","5019","Average persons per holding","27010","Hired permanent workers","1990","1991/1995","persons","0.3","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","27010","Hired permanent workers","2000","1999","persons","195730","A","Official figure",""
"WCAD","Structural data from agricultural censuses","276","Germany","5019","Average persons per holding","27010","Hired permanent workers","2000","1999","persons","0.41","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","276","Germany","60851","Number","27010","Hired permanent workers","2010","2010","persons","172360","A","Official figure","Data correspond to 'Regular non-family labour force'."
"WCAD","Structural data from agricultural censuses","276","Germany","5019","Average persons per holding","27010","Hired permanent workers","2010","2010","persons","0.58","E","Estimated value","Data correspond to 'Regular non-family labour force'."
"WCAD","Structural data from agricultural censuses","288","Ghana","50260","Area","27002","Holdings","1970","1970","ha","2574200","A","Official figure",""
"WCAD","Structural data from agricultural censuses","288","Ghana","5017","Average area","27002","Holdings","1970","1970","ha","3.2","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","288","Ghana","60850","Number","27002","Holdings","1970","1970","No","805200","A","Official figure",""
"WCAD","Structural data from agricultural censuses","288","Ghana","60850","Number","27002","Holdings","1980","1984","No","1849800","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","1930","1929-1930","ha","3880000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","1930","1929-1930","ha","4.07","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","1930","1929-1930","No","953000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","1950","1950","ha","3606000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","1950","1950","ha","3.61","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","1950","1950","No","1000000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","1960","1961","ha","3673275","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","1960","1961","ha","3.18","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","1960","1961","No","1156172","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","1970","1971","ha","3586294","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","1970","1971","ha","3.42","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","1970","1971","No","1047260","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","1980","1981","No","998876","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","1990","1991/1995-1996","ha","3609000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","1990","1991/1995-1996","ha","4.5","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","1990","1991/1995-1996","No","802400","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","2000","1999-2000","ha","3875180","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","2000","1999-2000","ha","4.74","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","2000","1999-2000","No","817060","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","27002","Holdings","2010","2009-2010","ha","5461290","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","5017","Average area","27002","Holdings","2010","2009-2010","ha","7.55","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","27002","Holdings","2010","2009-2010","No","723060","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270030","Holdings with land size 0-<1","2010","2009-2010","ha","154757","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270030","Holdings with land size 0-<1","2010","2009-2010","No","189770","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270031","Holdings with land size 1-<2","1990","1991/1995-1996","ha","315300","A","Official figure","Agricultural area. < 2 ha. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270031","Holdings with land size 1-<2","1990","1991/1995-1996","No","354500","A","Official figure","Agricultural area. < 2 ha. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270031","Holdings with land size 1-<2","2000","1999-2000","ha","442040","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270031","Holdings with land size 1-<2","2000","1999-2000","No","400690","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270031","Holdings with land size 1-<2","2010","2009-2010","ha","154755","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270031","Holdings with land size 1-<2","2010","2009-2010","No","183580","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270032","Holdings with land size 2-<3","2010","2009-2010","ha","191963","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270032","Holdings with land size 2-<3","2010","2009-2010","No","61273","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270033","Holdings with land size 2-<5","1990","1991/1995-1996","ha","786900","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270033","Holdings with land size 2-<5","1990","1991/1995-1996","No","248700","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270033","Holdings with land size 2-<5","2000","1999-2000","ha","797380","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270033","Holdings with land size 2-<5","2000","1999-2000","No","226500","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270034","Holdings with land size 3-<4","2010","2009-2010","ha","191963","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270034","Holdings with land size 3-<4","2010","2009-2010","No","61273","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270035","Holdings with land size 4-<5","2010","2009-2010","ha","191963","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270035","Holdings with land size 4-<5","2010","2009-2010","No","61273","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270036","Holdings with land size 5-<10","1990","1991/1995-1996","ha","818700","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270036","Holdings with land size 5-<10","1990","1991/1995-1996","No","120000","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270036","Holdings with land size 5-<10","2000","1999-2000","ha","791000","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270036","Holdings with land size 5-<10","2000","1999-2000","No","109000","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270036","Holdings with land size 5-<10","2010","2009-2010","ha","603720","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270036","Holdings with land size 5-<10","2010","2009-2010","No","87770","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270037","Holdings with land size 10-<20","1990","1991/1995-1996","ha","731500","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270037","Holdings with land size 10-<20","1990","1991/1995-1996","No","54000","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270037","Holdings with land size 10-<20","2000","1999-2000","ha","739860","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270037","Holdings with land size 10-<20","2000","1999-2000","No","52670","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270037","Holdings with land size 10-<20","2010","2009-2010","ha","622390","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270037","Holdings with land size 10-<20","2010","2009-2010","No","45580","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270038","Holdings with land size 20-<50","1990","1991/1995-1996","ha","625800","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270038","Holdings with land size 20-<50","1990","1991/1995-1996","No","21800","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270038","Holdings with land size 20-<50","2000","1999-2000","ha","707980","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270038","Holdings with land size 20-<50","2000","1999-2000","No","23920","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270038","Holdings with land size 20-<50","2010","2009-2010","ha","758860","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270038","Holdings with land size 20-<50","2010","2009-2010","No","25520","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270039","Holdings with land size 50-<100","1990","1991/1995-1996","ha","172400","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270039","Holdings with land size 50-<100","1990","1991/1995-1996","No","2700","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270039","Holdings with land size 50-<100","2000","1999-2000","ha","225720","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270039","Holdings with land size 50-<100","2000","1999-2000","No","3350","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270039","Holdings with land size 50-<100","2010","2009-2010","ha","356960","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270039","Holdings with land size 50-<100","2010","2009-2010","No","5480","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","2700300","Holdings with land size 100-<200","1990","1991/1995-1996","ha","127600","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","2700300","Holdings with land size 100-<200","1990","1991/1995-1996","No","700","A","Official figure","Agricultural area. Data source: Eurostat - Farm Structure - 1995 Sample Survey."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","2700300","Holdings with land size 100-<200","2000","1999-2000","ha","171200","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","2700300","Holdings with land size 100-<200","2000","1999-2000","No","930","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","2700300","Holdings with land size 100-<200","2010","2009-2010","ha","1950180","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","2700300","Holdings with land size 100-<200","2010","2009-2010","No","1540","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1990","1991/1995-1996","ha","2637700","A","Official figure","Data refer to agricultural land."
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1990","1991/1995-1996","%","73.09","E","Estimated value","Data refer to agricultural land."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2000","1999-2000","ha","2518970","A","Official figure","Agricultural area."
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2000","1999-2000","%","70.3","E","Estimated value","Agricultural area."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2009-2010","ha","2161580","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2009-2010","%","41.7","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270060","Holdings owned by the holder or in owner-like possession","2010","2009-2010","No","686930","A","Official figure","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","2010","2009-2010","%","95","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270061","Holdings rented from others","1990","1991/1995-1996","ha","898500","A","Official figure","Data refer to agricultural land."
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270061","Holdings rented from others","1990","1991/1995-1996","%","24.9","E","Estimated value","Data refer to agricultural land."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270061","Holdings rented from others","2000","1999-2000","ha","993640","A","Official figure","Agricultural area."
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270061","Holdings rented from others","2000","1999-2000","%","27.73","E","Estimated value","Agricultural area."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270061","Holdings rented from others","2010","2009-2010","ha","1227800","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270061","Holdings rented from others","2010","2009-2010","%","23.7","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270061","Holdings rented from others","2010","2009-2010","No","146320","A","Official figure","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270061","Holdings rented from others","2010","2009-2010","%","20.2","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270062","Holdings operated under other forms of tenure","1990","1991/1995-1996","ha","42000","A","Official figure","Data refer to agricultural land."
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1990","1991/1995-1996","%","1.17","E","Estimated value","Data refer to agricultural land."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270062","Holdings operated under other forms of tenure","2000","1999-2000","ha","70580","A","Official figure","Agricultural area."
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","2000","1999-2000","%","1.97","E","Estimated value","Agricultural area."
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270062","Holdings operated under other forms of tenure","2010","2009-2010","ha","1788120","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","2010","2009-2010","%","34.5","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270062","Holdings operated under other forms of tenure","2010","2009-2010","No","16050","A","Official figure","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270062","Holdings operated under other forms of tenure","2010","2009-2010","%","2.2","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270070","Civil persons","2000","1999-2000","No","816530","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270070","Civil persons","2000","1999-2000","%","99.94","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270070","Civil persons","2010","2009-2010","ha","3736000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270070","Civil persons","2010","2009-2010","%","68.4","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270070","Civil persons","2010","2009-2010","No","722400","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270070","Civil persons","2010","2009-2010","%","99.9","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270071","Juridical","2000","1999-2000","No","530","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270071","Juridical","2000","1999-2000","%","0.06","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","50260","Area","270071","Juridical","2010","2009-2010","ha","1725290","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6200","Percentage of total area","270071","Juridical","2010","2009-2010","%","31.6","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270071","Juridical","2010","2009-2010","No","660","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6201","Percent of total number","270071","Juridical","2010","2009-2010","%","0.1","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270052","Holdings operated by civil persons, male","2000","1999-2000","No","611390","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999-2000","%","74.88","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270052","Holdings operated by civil persons, male","2010","2009-2010","No","522990","A","Official figure","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","300","Greece","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2009-2010","%","72.3","E","Estimated value","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270051","Holdings operated by civil persons, female","2000","1999-2000","No","205140","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999-2000","%","25.12","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270051","Holdings operated by civil persons, female","2010","2009-2010","No","200070","A","Official figure","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","300","Greece","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2009-2010","%","27.7","E","Estimated value","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270050","Holdings operated by civil persons, total","2000","1999-2000","No","816530","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60850","Number","270050","Holdings operated by civil persons, total","2010","2009-2010","No","723060","A","Official figure","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","270092","Household members, engaged in agriculture, male","2000","1999-2000","persons","828420","A","Official figure","Includes full time and part time engaged in agriculture."
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","270092","Household members, engaged in agriculture, male","2010","2009-2010","persons","224880","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","270091","Household members, engaged in agriculture, female","2000","1999-2000","persons","592370","A","Official figure","Includes full time and part time engaged in agriculture."
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","270091","Household members, engaged in agriculture, female","2010","2009-2010","persons","239240","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","270090","Household members, engaged in agriculture, total","2000","1999-2000","persons","1420790","A","Official figure","Includes full time and part time engaged in agriculture."
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","270090","Household members, engaged in agriculture, total","2010","2009-2010","persons","464120","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","27010","Hired permanent workers","1990","1991/1995-1996","persons","9200","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","27010","Hired permanent workers","2000","1999-2000","persons","10470","A","Official figure",""
"WCAD","Structural data from agricultural censuses","300","Greece","60851","Number","27010","Hired permanent workers","2010","2009-2010","persons","26260","A","Official figure","Data correspond to 'Regular non-family labour force'."
"WCAD","Structural data from agricultural censuses","300","Greece","5019","Average persons per holding","27010","Hired permanent workers","2010","2009-2010","persons","0.04","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","27002","Holdings","1980","1981","ha","13858","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","5017","Average area","27002","Holdings","1980","1981","ha","1.69","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","27002","Holdings","1980","1981","No","8202","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","27002","Holdings","1990","1995","ha","14164","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","5017","Average area","27002","Holdings","1990","1995","ha","0.77","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","27002","Holdings","1990","1995","No","18277","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","27002","Holdings","2010","2012","ha","9542.08","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","5017","Average area","27002","Holdings","2010","2012","ha","1.02","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","27002","Holdings","2010","2012","No","9345","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270030","Holdings with land size 0-<1","1990","1995","ha","2583","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","270030","Holdings with land size 0-<1","1990","1995","No","15534","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270030","Holdings with land size 0-<1","2010","2012","ha","1907","T","Unofficial figure","Interpolated data"
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270031","Holdings with land size 1-<2","1990","1995","ha","1950","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","270031","Holdings with land size 1-<2","1990","1995","No","1372","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270031","Holdings with land size 1-<2","2010","2012","ha","1596","T","Unofficial figure","Interpolated data"
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270032","Holdings with land size 2-<3","2010","2012","ha","868","T","Unofficial figure","Interpolated data"
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270033","Holdings with land size 2-<5","1990","1995","ha","2791","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","270033","Holdings with land size 2-<5","1990","1995","No","978","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270034","Holdings with land size 3-<4","2010","2012","ha","868","T","Unofficial figure","Interpolated data"
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270035","Holdings with land size 4-<5","2010","2012","ha","281","T","Unofficial figure","Interpolated data"
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270036","Holdings with land size 5-<10","1990","1995","ha","1598","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","270036","Holdings with land size 5-<10","1990","1995","No","243","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270036","Holdings with land size 5-<10","2010","2012","ha","1403","T","Unofficial figure","Interpolated data"
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270037","Holdings with land size 10-<20","1990","1995","ha","980","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","270037","Holdings with land size 10-<20","1990","1995","No","74","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270037","Holdings with land size 10-<20","2010","2012","ha","516","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270038","Holdings with land size 20-<50","1990","1995","ha","4262","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","270038","Holdings with land size 20-<50","1990","1995","No","76","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270038","Holdings with land size 20-<50","2010","2012","ha","2102","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","5018","Average number of parcels per holding","27004","Parcels","2010","2012","No","1.5","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","308","Grenada","60850","Number","27004","Parcels","2010","2012","No","13813","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1990","1995","ha","12344","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1990","1995","%","87.15","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","308","Grenada","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2012","ha","8158","A","Official figure",""
"WCAD","Structural data from agricultural censuses","308","Grenada","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2012","%","85.5","E","Estimated value",""
