Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,417.3,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,433.5,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,267.9,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,223.3,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,197.8,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,213.6,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,210.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,191.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,166.6,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,130.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,157.4,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,175.5,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,167.5,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,204.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,297,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,316.8,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,304.8,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,367.4,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,434.1,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,291.9,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,367.3,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,449,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,385.4,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,448.7,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,435.2,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,262.7,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,261.9,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,369.1,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,362.6,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,331.3,A,Official figure
PP,Producer Prices,233,Estonia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,320.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,794.3,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,708.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,571.6,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,612.6,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,444.5,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,427.5,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,387.2,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,372.2,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,355,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,316,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,316.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,340.7,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,408.6,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,438.3,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,429.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,449.1,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,518.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,637.2,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,540.4,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,521.9,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,592.2,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,576.9,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,609.4,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,587.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,417,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,410.4,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,425.9,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,447.6,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,428.8,A,Official figure
PP,Producer Prices,246,Finland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,447.7,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,344.2,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,374.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,355.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,361.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,405.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,400.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,349.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,352.9,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,331.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,292.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,295.2,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,293.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,342.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,365.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,376.1,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,365.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,423.9,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,524.6,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,414.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,426.2,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,480,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,429.2,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,474.4,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,504,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,371.3,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,349.3,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,399.1,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,422.8,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,416.5,A,Official figure
PP,Producer Prices,250,France,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,420.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,375.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,403.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,369,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,363,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,411.1,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,386.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,336.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,348.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,319.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,290.7,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,308.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,296.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,318.3,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,346.4,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,343.2,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,343.7,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,458.5,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,495.1,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,334.8,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,407.9,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,483.7,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,416.3,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,504.5,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,501.5,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,328.3,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,300.9,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,396.5,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,416.9,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,385.1,A,Official figure
PP,Producer Prices,276,Germany,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,376.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,372.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,416.5,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,374.3,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,404.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,452.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,425.3,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,386.4,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,370.7,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,363.4,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,312.1,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,309.2,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,354.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,430,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,480.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,488,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,490.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,559.4,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,618.1,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,512.2,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,494.4,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,599.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,579.2,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,589.8,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,572.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,464,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,427.6,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,437.8,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,467.9,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,429.5,A,Official figure
PP,Producer Prices,300,Greece,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,441.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,186.7,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,198.8,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,208.8,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,232,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,235.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,226,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,235.6,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,258.9,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,250.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,223.3,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,239.1,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,280.1,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,318.3,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,310.2,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,322,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,303.4,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,395.8,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,479.4,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,302.8,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,345.6,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,435.1,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,391,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,443.6,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,453.7,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,294.1,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,268.4,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,351.5,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,358.8,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,352.3,A,Official figure
PP,Producer Prices,348,Hungary,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,346,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,296.1,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,338.6,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,316,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,318.6,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,362.3,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,363.2,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,319.9,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,311.8,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,284.1,A,Official figure
PP,Producer Prices,372,Ireland,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,250.3,A,Official figure
